phrase	length	count
isa boletini 	2	17
драгутина 	1	17
златиборска 	1	17
herceg 	1	17
давидовића 	1	17
agani 	1	17
of 	1	17
sintelon 	1	17
обилићева 	1	17
абрашевића 	1	17
црнотравска 	1	17
прва 	1	17
gjimnazi 	1	17
обилазница нови 	2	17
трговачка 	1	17
skola 	1	17
бели 	1	17
suvodo 	1	17
kosovës 	1	17
виноградарска 	1	17
даничића 	1	17
ramadan 	1	17
солунских 	1	17
crkva svetog 	2	17
маслеше 	1	17
bytyqi 	1	17
воде 	1	17
ambasada 	1	17
кљајића 	1	17
sutjeska 	1	17
стаменковића 	1	17
мајке 	1	17
мали 	1	17
дурмиторска 	1	17
изворска 	1	17
broza tita 	2	16
mcdonald's 	1	16
petra cetinjskog 	2	16
милеве 	1	16
skenderbeu 	1	16
rifat 	1	16
тодоровића 	1	16
смедеревска 	1	16
музичка 	1	16
бранковића 	1	16
месна 	1	16
чесма 	1	16
димић 	1	16
савић 	1	16
herceg novi 	2	16
војвођанска банка 	2	16
светолика 	1	16
димитријевића 	1	16
esat 	1	16
cetinjskog 	1	16
до 	1	16
deshmoret e 	2	16
жикице јовановића 	2	16
svetog petra cetinjskog 	3	16
колонија 	1	16
шандора петефија 	2	16
булевар кнеза александра 	3	16
kuvendi i 	2	16
роловића 	1	16
јаворска 	1	16
ramadani 	1	16
тозе 	1	16
студеничка 	1	16
stanka 	1	16
март 	1	16
штросмајерова 	1	16
caffe bar 	2	16
булевар кнеза александра карађорђевића 	4	16
толстојева 	1	16
emin 	1	16
фашизма 	1	16
пролетерске 	1	16
милића 	1	16
пожешка 	1	16
нешића 	1	16
dëshmorët e 	2	16
славка родића 	2	16
петефија 	1	16
brdo 	1	16
rruga për 	2	16
пицерија 	1	16
веселина маслеше 	2	16
месна заједница 	2	16
књажевачка 	1	16
аце 	1	16
алексића 	1	16
kadri 	1	16
josipa broza 	2	16
fakulteti 	1	16
секулић 	1	16
broza 	1	16
deshmoret 	1	16
afrim 	1	16
josipa broza tita 	3	16
zeneli 	1	16
земунски 	1	16
уроша предића 	2	16
висока 	1	16
зелени венац 	2	16
bajrami 	1	16
novo 	1	16
сувоборска 	1	16
студентски 	1	16
kaludra 	1	16
пушкинова 	1	16
војвођанске 	1	16
жртава фашизма 	2	16
konoba 	1	16
булевар николе тесле 	3	16
теодора 	1	16
патријарха димитрија 	2	16
anton 	1	16
via 	1	16
euro 	1	16
милана тепића 	2	16
ferenca 	1	15
autobuska 	1	15
aleksandra 	1	15
gervalla 	1	15
nlb 	1	15
музичка школа 	2	15
teutë 	1	15
toni 	1	15
gazprom 	1	15
гундулићева 	1	15
булевар светог цара 	3	15
поповић 	1	15
владике николаја 	2	15
fehmi agani 	2	15
револуције 	1	15
zefi 	1	15
boraca 	1	15
uçk 	1	15
kolašin 	1	15
markovića 	1	15
земунски пут 	2	15
дом културе 	2	15
душанова 	1	15
ивана горана ковачића 	3	15
светозар 	1	15
dardania 	1	15
београдски 	1	15
bulevar svetog petra 	3	15
via masalog 	2	15
учитеља 	1	15
банијска 	1	15
crnojevića 	1	15
зрењанински 	1	15
тројице 	1	15
гора 	1	15
обреновачки пут 	2	15
јове 	1	15
паје јовановића 	2	15
булевар светог 	2	15
косте абрашевића 	2	15
šetalište 	1	15
апатински пут 	2	15
hoti 	1	15
slobode 	1	15
atlas 	1	15
bulevar svetog petra cetinjskog 	4	15
çaka 	1	15
симе шолаје 	2	15
обреновачки 	1	15
masalog 	1	15
булевар војводе путника 	3	15
подгоричка 	1	15
mbretëresha 	1	15
shehu 	1	15
киш 	1	15
милана ракића 	2	15
плитвичка 	1	15
зелена пијаца 	2	15
шор 	1	15
копаоничка 	1	15
царице милице 	2	15
mbretëresha teutë 	2	15
панонска 	1	15
shemsi 	1	15
шафарикова 	1	15
ismet 	1	15
bulevar svetog 	2	15
булевар светог цара константина 	4	15
бате 	1	15
ивковића 	1	15
надежде 	1	15
beogradska 	1	15
игманска 	1	15
милошевића 	1	15
шолаје 	1	15
братства јединства 	2	15
vuk 	1	15
васе стајића 	2	15
cara 	1	15
ударне 	1	15
nëna 	1	15
јована ристића 	2	15
bulevardi shemsi ahmeti 	3	14
i карађорђевића 	2	14
југословенска 	1	14
рајка 	1	14
амбасада 	1	14
frashri 	1	14
децембра 	1	14
брдо 	1	14
томановића 	1	14
tesle 	1	14
кидрича 	1	14
миће 	1	14
јанковић 	1	14
bulevardi shemsi 	2	14
панчића 	1	14
рудара 	1	14
митровац 	1	14
ерчевића 	1	14
владимира роловића 	2	14
економска 	1	14
кратка 	1	14
haxhi 	1	14
bulevar stanka dragojevića 	3	14
česma 	1	14
auto 	1	14
мајевичка 	1	14
fishta 	1	14
светог николе 	2	14
абдуле 	1	14
земунска 	1	14
kovačevića 	1	14
rexhep 	1	14
nikole tesle 	2	14
домановића 	1	14
ambulanta 	1	14
shemsi ahmeti 	2	14
мишка ерчевића 	2	14
крајишке 	1	14
qebaptore 	1	14
м. 	1	14
византијски булевар 	2	14
rexhepi 	1	14
августа 	1	14
жичка 	1	14
kodra 	1	14
девет југовића 	2	14
завод 	1	14
пастерова 	1	14
stevana 	1	14
дејана 	1	14
радоја домановића 	2	14
dardani 	1	14
економска школа 	2	14
ђурковића 	1	14
исидоре 	1	14
banca intesa 	2	14
стеве 	1	14
dragojevića 	1	14
bulevar stanka 	2	14
duraku 	1	14
зрењанински пут 	2	14
хотел 	1	14
rruga per 	2	14
tivat 	1	14
пеке 	1	14
бреза 	1	14
девет 	1	14
guri 	1	14
milosa 	1	14
радовић 	1	14
tereza 	1	14
xhemajl 	1	14
stanka dragojevića 	2	14
azem 	1	14
милоша великог 	2	14
раваничка 	1	14
тихомира 	1	14
народне армије 	2	14
џона 	1	14
naim frashri 	2	14
gjergj fishta 	2	14
faik 	1	14
policor 	1	14
крашнице 	1	14
југословенске народне 	2	14
каналска 	1	14
рузвелтова 	1	14
cetinjski 	1	14
југословенске народне армије 	3	14
гочка 	1	14
shkolla e mesme 	3	14
радовановића 	1	14
džamija 	1	14
крагујевачка 	1	14
autobuska stanica 	2	14
васиљевића 	1	14
византијски 	1	14
друм 	1	14
бошковића 	1	14
prva 	1	14
banca 	1	14
трг слободе 	2	14
смиљанића 	1	14
борачка 	1	14
jovina 	1	14
kulla 	1	14
e kosoves 	2	14
dervish 	1	14
бориса кидрича 	2	14
живка 	1	14
bardhyli 	1	14
jezero 	1	14
абдуле крашнице 	2	14
спортска 	1	14
вила 	1	14
георгија 	1	14
петар 	1	14
vladimira 	1	14
карађорђев 	1	13
вучића 	1	13
делиградска 	1	13
trebinje herceg 	2	13
олимпијска 	1	13
пупинова 	1	13
вожда карађорђа 	2	13
ослободиоца 	1	13
биоскоп 	1	13
мирослава антића 	2	13
саве шумановића 	2	13
краљевачка 	1	13
